Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Father_Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Mother_Name,Birth Date,Phone Number,Citizen,Country
Sandra,2014-02-01,+44(0)289018206,True,Lao People's Democratic Republic,67227,1995,03:42:06,-9.347454,41.617620,Monica,2014-02-01,+44(0)289018206,True,Lao People's Democratic Republic,67227,1995,03:42:06,-9.347454,41.617620,Jennifer,2014-02-01,+44(0)289018206,True,Lao People's Democratic Republic
Rebecca,1979-07-18,+44(0)141 4960834,True,Italy,99109,2011,21:19:15,-18.350949,58.2475485,Aaron,1979-07-18,+44(0)141 4960834,True,Italy,99109,2011,21:19:15,-18.350949,58.2475485,Randy,1979-07-18,+44(0)141 4960834,True,Italy
Barbara,2003-06-28,0161 4960623,False,Denmark,89538,1975,04:54:19,141.419296,14.598162,Charles,2003-06-28,0161 4960623,False,Denmark,89538,1975,04:54:19,141.419296,14.598162,Christine,2003-06-28,0161 4960623,False,Denmark
Jennifer,2019-05-25,(0306)9990418,True,Mauritius,36988,2015,23:47:27,156.940132,-26.8338345,Gabriela,2019-05-25,(0306)9990418,True,Mauritius,36988,2015,23:47:27,156.940132,-26.8338345,Nicholas,2019-05-25,(0306)9990418,True,Mauritius
Bryan,2016-04-16,0151 496 0516,False,Namibia,55154,1977,02:37:50,66.205899,70.369345,Stephanie,2016-04-16,0151 496 0516,False,Namibia,55154,1977,02:37:50,66.205899,70.369345,Joseph,2016-04-16,0151 496 0516,False,Namibia
Seth,1994-02-06,+44117 4960869,True,Hong Kong,62187,1989,10:55:40,-135.322923,16.049059,John,1994-02-06,+44117 4960869,True,Hong Kong,62187,1989,10:55:40,-135.322923,16.049059,Mercedes,1994-02-06,+44117 4960869,True,Hong Kong
Anthony,1986-08-15,(0116) 496 0721,False,Libyan Arab Jamahiriya,79002,1979,03:25:10,-147.433053,87.2568345,Victor,1986-08-15,(0116) 496 0721,False,Libyan Arab Jamahiriya,79002,1979,03:25:10,-147.433053,87.2568345,John,1986-08-15,(0116) 496 0721,False,Libyan Arab Jamahiriya
Misty,1974-06-17,(0113) 4960615,False,Gambia,65509,1981,16:47:42,157.724838,88.3845885,John,1974-06-17,(0113) 4960615,False,Gambia,65509,1981,16:47:42,157.724838,88.3845885,Carol,1974-06-17,(0113) 4960615,False,Gambia
Angie,1993-10-19,01214960638,True,Macao,94895,1999,13:20:51,-70.366144,-24.7877225,Joseph,1993-10-19,01214960638,True,Macao,94895,1999,13:20:51,-70.366144,-24.7877225,Rachel,1993-10-19,01214960638,True,Macao
Denise,2014-05-05,+441174960251,False,Sudan,75217,1983,14:37:16,-6.487793,38.116671,Danielle,2014-05-05,+441174960251,False,Sudan,75217,1983,14:37:16,-6.487793,38.116671,Susan,2014-05-05,+441174960251,False,Sudan
Gregory,2005-08-11,+44(0)117 4960552,True,Taiwan,91592,2021,23:09:40,-81.769544,-46.887973,Melissa,2005-08-11,+44(0)117 4960552,True,Taiwan,91592,2021,23:09:40,-81.769544,-46.887973,Caroline,2005-08-11,+44(0)117 4960552,True,Taiwan
Charles,1992-05-18,+44121 4960462,True,Japan,23612,1999,08:04:51,82.366980,-73.3725755,Jeremy,1992-05-18,+44121 4960462,True,Japan,23612,1999,08:04:51,82.366980,-73.3725755,Tiffany,1992-05-18,+44121 4960462,True,Japan
Jose,2019-03-02,(029) 2018 0244,False,Venezuela,63314,2019,23:07:40,-112.999219,-42.8900105,Ashley,2019-03-02,(029) 2018 0244,False,Venezuela,63314,2019,23:07:40,-112.999219,-42.8900105,Joshua,2019-03-02,(029) 2018 0244,False,Venezuela
Andrew,1976-07-01,(0306) 999 0140,False,Portugal,97487,2002,05:12:10,126.336137,-48.6886995,Kaitlyn,1976-07-01,(0306) 999 0140,False,Portugal,97487,2002,05:12:10,126.336137,-48.6886995,Michael,1976-07-01,(0306) 999 0140,False,Portugal
Sherri,2018-05-21,(0141) 4960607,False,Ecuador,88352,2001,13:11:30,-31.419912,-89.0190865,Nicole,2018-05-21,(0141) 4960607,False,Ecuador,88352,2001,13:11:30,-31.419912,-89.0190865,Kelly,2018-05-21,(0141) 4960607,False,Ecuador
Russell,1980-03-27,(0909)8790360,True,Myanmar,71785,2012,09:30:33,-101.771306,19.3031575,Melanie,1980-03-27,(0909)8790360,True,Myanmar,71785,2012,09:30:33,-101.771306,19.3031575,Jesus,1980-03-27,(0909)8790360,True,Myanmar
Robert,1991-11-15,(0191) 496 0276,False,Libyan Arab Jamahiriya,86957,2015,13:17:53,147.012614,17.9058475,Alex,1991-11-15,(0191) 496 0276,False,Libyan Arab Jamahiriya,86957,2015,13:17:53,147.012614,17.9058475,Annette,1991-11-15,(0191) 496 0276,False,Libyan Arab Jamahiriya
Colleen,1986-09-19,+44(0)292018342,False,Saint Kitts and Nevis,90164,2005,06:31:16,-79.568632,60.901908,Leslie,1986-09-19,+44(0)292018342,False,Saint Kitts and Nevis,90164,2005,06:31:16,-79.568632,60.901908,Tracy,1986-09-19,+44(0)292018342,False,Saint Kitts and Nevis
Lance,2002-06-06,(0909) 8790963,True,Heard Island and McDonald Islands,73499,1982,22:36:38,-112.788389,79.8602455,Lisa,2002-06-06,(0909) 8790963,True,Heard Island and McDonald Islands,73499,1982,22:36:38,-112.788389,79.8602455,Courtney,2002-06-06,(0909) 8790963,True,Heard Island and McDonald Islands
James,2017-08-16,(0151) 4960203,True,Tajikistan,96332,2018,11:21:27,147.912487,-35.160493,Justin,2017-08-16,(0151) 4960203,True,Tajikistan,96332,2018,11:21:27,147.912487,-35.160493,David,2017-08-16,(0151) 4960203,True,Tajikistan
Jacob,2020-05-21,+441174960211,True,Canada,33354,1996,04:58:23,-83.739622,29.903371,Gregory,2020-05-21,+441174960211,True,Canada,33354,1996,04:58:23,-83.739622,29.903371,Victor,2020-05-21,+441174960211,True,Canada
Ashley,2009-07-28,+44(0)20 7496 0359,False,Malta,41089,2005,09:37:27,20.511375,89.1619215,Matthew,2009-07-28,+44(0)20 7496 0359,False,Malta,41089,2005,09:37:27,20.511375,89.1619215,Leah,2009-07-28,+44(0)20 7496 0359,False,Malta
Charles,1978-02-23,+44115 496 0668,True,Antigua and Barbuda,08191,1991,12:23:05,75.513741,-5.295092,Christina,1978-02-23,+44115 496 0668,True,Antigua and Barbuda,08191,1991,12:23:05,75.513741,-5.295092,Richard,1978-02-23,+44115 496 0668,True,Antigua and Barbuda
Shelia,1981-03-03,+441314960633,True,Montenegro,81309,2004,08:09:39,-39.591485,62.659496,Melissa,1981-03-03,+441314960633,True,Montenegro,81309,2004,08:09:39,-39.591485,62.659496,Stephen,1981-03-03,+441314960633,True,Montenegro
Nathan,1988-05-31,(0117) 496 0906,False,Falkland Islands (Malvinas),71880,1999,05:51:35,-147.301914,52.6113595,Amy,1988-05-31,(0117) 496 0906,False,Falkland Islands (Malvinas),71880,1999,05:51:35,-147.301914,52.6113595,Emily,1988-05-31,(0117) 496 0906,False,Falkland Islands (Malvinas)
Michael,1993-07-05,+44121 4960611,False,Greenland,55765,1973,06:38:03,8.022896,-87.501557,Eric,1993-07-05,+44121 4960611,False,Greenland,55765,1973,06:38:03,8.022896,-87.501557,Robert,1993-07-05,+44121 4960611,False,Greenland
Michael,2015-02-14,028 9018 0648,True,Korea,79888,2009,23:12:49,4.260711,24.4134405,Melissa,2015-02-14,028 9018 0648,True,Korea,79888,2009,23:12:49,4.260711,24.4134405,Brianna,2015-02-14,028 9018 0648,True,Korea
Joshua,2011-07-12,0117 496 0263,False,Spain,84414,2002,08:13:15,142.574377,75.230185,Brandon,2011-07-12,0117 496 0263,False,Spain,84414,2002,08:13:15,142.574377,75.230185,Steven,2011-07-12,0117 496 0263,False,Spain
Chloe,1982-03-04,(0114)4960478,False,Lao People's Democratic Republic,96092,2020,12:50:23,-168.407061,50.9760595,Crystal,1982-03-04,(0114)4960478,False,Lao People's Democratic Republic,96092,2020,12:50:23,-168.407061,50.9760595,Alice,1982-03-04,(0114)4960478,False,Lao People's Democratic Republic
Lauren,1995-08-14,(020)74960970,False,Papua New Guinea,23244,1975,13:24:11,84.905954,62.9370085,Scott,1995-08-14,(020)74960970,False,Papua New Guinea,23244,1975,13:24:11,84.905954,62.9370085,Jason,1995-08-14,(020)74960970,False,Papua New Guinea
Jose,1983-07-31,+44191 4960644,True,Brunei Darussalam,50551,1983,05:25:17,158.586537,15.9777765,Joseph,1983-07-31,+44191 4960644,True,Brunei Darussalam,50551,1983,05:25:17,158.586537,15.9777765,Diane,1983-07-31,+44191 4960644,True,Brunei Darussalam
Cheryl,1989-07-17,(028) 9018 0115,False,Armenia,11829,2017,06:23:34,48.446781,-5.8980175,Theodore,1989-07-17,(028) 9018 0115,False,Armenia,11829,2017,06:23:34,48.446781,-5.8980175,Loretta,1989-07-17,(028) 9018 0115,False,Armenia
Lauren,1995-06-28,0117 496 0741,True,Croatia,41323,1976,22:53:18,161.024992,45.713848,Jeffery,1995-06-28,0117 496 0741,True,Croatia,41323,1976,22:53:18,161.024992,45.713848,Matthew,1995-06-28,0117 496 0741,True,Croatia
Darren,2003-01-22,+44(0)1174960723,True,Ethiopia,09521,2006,09:31:36,-37.155264,64.9031135,Robert,2003-01-22,+44(0)1174960723,True,Ethiopia,09521,2006,09:31:36,-37.155264,64.9031135,James,2003-01-22,+44(0)1174960723,True,Ethiopia
Andrew,1994-10-29,+449098790294,False,Puerto Rico,04574,1971,03:11:25,9.673549,77.8447705,Richard,1994-10-29,+449098790294,False,Puerto Rico,04574,1971,03:11:25,9.673549,77.8447705,Stephen,1994-10-29,+449098790294,False,Puerto Rico
Benjamin,1975-06-23,(020) 7496 0537,True,Palau,23639,2000,18:06:06,-81.978324,-17.231378,Susan,1975-06-23,(020) 7496 0537,True,Palau,23639,2000,18:06:06,-81.978324,-17.231378,Terry,1975-06-23,(020) 7496 0537,True,Palau
Jessica,2013-06-04,+441184960585,True,Slovakia (Slovak Republic),71470,1992,18:18:46,5.900381,15.712187,Shelia,2013-06-04,+441184960585,True,Slovakia (Slovak Republic),71470,1992,18:18:46,5.900381,15.712187,Sean,2013-06-04,+441184960585,True,Slovakia (Slovak Republic)
Pam,2013-05-07,(0115) 496 0888,False,Eritrea,22034,1991,17:25:55,41.854521,-47.963051,Michael,2013-05-07,(0115) 496 0888,False,Eritrea,22034,1991,17:25:55,41.854521,-47.963051,Stuart,2013-05-07,(0115) 496 0888,False,Eritrea
Lisa,2004-09-20,01184960723,True,Panama,90648,1998,20:12:17,172.500869,67.737580,Elizabeth,2004-09-20,01184960723,True,Panama,90648,1998,20:12:17,172.500869,67.737580,Jamie,2004-09-20,01184960723,True,Panama
Nancy,2005-02-11,(0116) 496 0612,True,Comoros,40753,2015,07:52:27,25.546197,-15.6937505,Shannon,2005-02-11,(0116) 496 0612,True,Comoros,40753,2015,07:52:27,25.546197,-15.6937505,Scott,2005-02-11,(0116) 496 0612,True,Comoros
Wendy,2000-04-24,(0161) 496 0974,True,Svalbard & Jan Mayen Islands,18570,1971,19:42:16,7.008987,82.046263,Madeline,2000-04-24,(0161) 496 0974,True,Svalbard & Jan Mayen Islands,18570,1971,19:42:16,7.008987,82.046263,Patrick,2000-04-24,(0161) 496 0974,True,Svalbard & Jan Mayen Islands
Lori,1991-11-25,0116 4960890,True,Anguilla,70322,2013,22:43:55,-105.245367,-82.6481565,Sharon,1991-11-25,0116 4960890,True,Anguilla,70322,2013,22:43:55,-105.245367,-82.6481565,John,1991-11-25,0116 4960890,True,Anguilla
Jacob,1993-07-06,0114 4960632,False,Cyprus,34246,2006,18:51:53,-95.728410,29.0548515,Charles,1993-07-06,0114 4960632,False,Cyprus,34246,2006,18:51:53,-95.728410,29.0548515,Eric,1993-07-06,0114 4960632,False,Cyprus
Jacqueline,1990-09-14,(01632)960366,False,Nauru,33865,1997,19:00:30,-83.166303,4.0453035,Calvin,1990-09-14,(01632)960366,False,Nauru,33865,1997,19:00:30,-83.166303,4.0453035,Scott,1990-09-14,(01632)960366,False,Nauru
Justin,2017-06-04,+441314960342,False,Australia,34627,2003,20:00:24,-16.527824,8.712882,Matthew,2017-06-04,+441314960342,False,Australia,34627,2003,20:00:24,-16.527824,8.712882,Robin,2017-06-04,+441314960342,False,Australia
Elizabeth,2005-01-29,029 2018 0393,True,United States Virgin Islands,36987,2021,08:54:00,30.335842,-76.940135,Victor,2005-01-29,029 2018 0393,True,United States Virgin Islands,36987,2021,08:54:00,30.335842,-76.940135,Gregory,2005-01-29,029 2018 0393,True,United States Virgin Islands
Kathryn,1991-09-13,028 9018 0082,True,Moldova,56326,2008,06:54:00,-0.858052,55.4950785,Gregory,1991-09-13,028 9018 0082,True,Moldova,56326,2008,06:54:00,-0.858052,55.4950785,Allison,1991-09-13,028 9018 0082,True,Moldova
John,2016-10-20,+44808 1570767,False,Ghana,08778,1980,00:05:48,140.640380,54.342322,Jessica,2016-10-20,+44808 1570767,False,Ghana,08778,1980,00:05:48,140.640380,54.342322,Michael,2016-10-20,+44808 1570767,False,Ghana
Mary,1992-09-16,+441632 960325,False,Montenegro,92883,2018,04:32:11,-169.753116,-35.039970,Earl,1992-09-16,+441632 960325,False,Montenegro,92883,2018,04:32:11,-169.753116,-35.039970,Karen,1992-09-16,+441632 960325,False,Montenegro
David,1978-11-21,(0161) 496 0612,True,Kazakhstan,64113,2008,00:07:11,-87.158602,-65.3031725,Jay,1978-11-21,(0161) 496 0612,True,Kazakhstan,64113,2008,00:07:11,-87.158602,-65.3031725,Taylor,1978-11-21,(0161) 496 0612,True,Kazakhstan
Eugene,2004-04-21,(0151) 4960170,False,Lesotho,76622,2014,06:18:19,-179.369556,12.889766,Brittany,2004-04-21,(0151) 4960170,False,Lesotho,76622,2014,06:18:19,-179.369556,12.889766,Douglas,2004-04-21,(0151) 4960170,False,Lesotho
Roger,2017-11-19,+44(0)114 496 0566,False,Syrian Arab Republic,39912,1980,18:03:41,-140.679866,42.2867725,Tonya,2017-11-19,+44(0)114 496 0566,False,Syrian Arab Republic,39912,1980,18:03:41,-140.679866,42.2867725,Mark,2017-11-19,+44(0)114 496 0566,False,Syrian Arab Republic
Michael,1992-02-25,+441144960699,True,Togo,16762,2015,19:26:20,108.849839,-81.8543315,Charles,1992-02-25,+441144960699,True,Togo,16762,2015,19:26:20,108.849839,-81.8543315,Kristen,1992-02-25,+441144960699,True,Togo
Daniel,1988-10-24,0116 496 0238,True,Palestinian Territory,93051,1986,06:16:47,-141.725377,60.6633445,Bonnie,1988-10-24,0116 496 0238,True,Palestinian Territory,93051,1986,06:16:47,-141.725377,60.6633445,Charles,1988-10-24,0116 496 0238,True,Palestinian Territory
Jennifer,1990-06-09,+441514960391,True,Sao Tome and Principe,20517,1974,10:50:31,-8.715535,-40.222894,Brittney,1990-06-09,+441514960391,True,Sao Tome and Principe,20517,1974,10:50:31,-8.715535,-40.222894,Brandi,1990-06-09,+441514960391,True,Sao Tome and Principe
Robert,2013-07-02,+44141 4960568,False,France,06554,2000,18:46:02,-171.670188,-62.0044775,Patricia,2013-07-02,+44141 4960568,False,France,06554,2000,18:46:02,-171.670188,-62.0044775,Tiffany,2013-07-02,+44141 4960568,False,France
Cynthia,2006-02-13,+448081570694,True,Luxembourg,88744,1988,15:37:34,25.238045,52.588440,Lauren,2006-02-13,+448081570694,True,Luxembourg,88744,1988,15:37:34,25.238045,52.588440,Tammy,2006-02-13,+448081570694,True,Luxembourg
Ethan,1972-12-04,+441914960227,False,Belize,33721,2018,23:46:45,153.849604,30.976087,Heather,1972-12-04,+441914960227,False,Belize,33721,2018,23:46:45,153.849604,30.976087,Travis,1972-12-04,+441914960227,False,Belize
Janet,2007-04-26,(0808) 1570084,True,San Marino,62422,1972,13:31:51,113.867938,-11.7744915,Elizabeth,2007-04-26,(0808) 1570084,True,San Marino,62422,1972,13:31:51,113.867938,-11.7744915,Justin,2007-04-26,(0808) 1570084,True,San Marino
Jessica,2000-07-23,+44131 4960410,False,Guatemala,72718,2007,17:41:48,-88.965556,40.2675215,Alexander,2000-07-23,+44131 4960410,False,Guatemala,72718,2007,17:41:48,-88.965556,40.2675215,Cody,2000-07-23,+44131 4960410,False,Guatemala
Blake,1977-07-17,0121 4960840,False,Sao Tome and Principe,62951,2010,18:05:19,66.739128,86.029443,Suzanne,1977-07-17,0121 4960840,False,Sao Tome and Principe,62951,2010,18:05:19,66.739128,86.029443,Aimee,1977-07-17,0121 4960840,False,Sao Tome and Principe
Maria,1996-07-01,(028) 9018 0563,False,United Kingdom,27334,1978,22:31:13,46.509327,-37.7193545,Frank,1996-07-01,(028) 9018 0563,False,United Kingdom,27334,1978,22:31:13,46.509327,-37.7193545,Melissa,1996-07-01,(028) 9018 0563,False,United Kingdom
Jessica,1986-08-27,+44121 4960960,True,Malawi,25344,2006,10:54:16,-73.999734,28.0420215,James,1986-08-27,+44121 4960960,True,Malawi,25344,2006,10:54:16,-73.999734,28.0420215,Robert,1986-08-27,+44121 4960960,True,Malawi
David,1970-05-12,(0306) 9990584,False,Malawi,57931,1990,23:56:15,68.461872,-81.4681495,Ryan,1970-05-12,(0306) 9990584,False,Malawi,57931,1990,23:56:15,68.461872,-81.4681495,Sarah,1970-05-12,(0306) 9990584,False,Malawi
Steven,2009-07-05,(0191)4960384,False,Bosnia and Herzegovina,51502,1976,16:17:11,34.539177,63.3062895,Benjamin,2009-07-05,(0191)4960384,False,Bosnia and Herzegovina,51502,1976,16:17:11,34.539177,63.3062895,Michael,2009-07-05,(0191)4960384,False,Bosnia and Herzegovina
Joshua,2002-08-14,+44151 496 0697,True,Dominica,84642,1997,16:07:58,-25.086488,-4.6651165,Jeffrey,2002-08-14,+44151 496 0697,True,Dominica,84642,1997,16:07:58,-25.086488,-4.6651165,Alicia,2002-08-14,+44151 496 0697,True,Dominica
Taylor,1990-09-29,(0191) 4960415,False,Reunion,25120,2001,10:35:29,59.474734,-51.7126015,Tammy,1990-09-29,(0191) 4960415,False,Reunion,25120,2001,10:35:29,59.474734,-51.7126015,John,1990-09-29,(0191) 4960415,False,Reunion
Brandy,1979-08-06,(0113) 496 0377,True,Palau,01189,1974,12:14:55,-31.405864,67.940533,Barbara,1979-08-06,(0113) 496 0377,True,Palau,01189,1974,12:14:55,-31.405864,67.940533,Sylvia,1979-08-06,(0113) 496 0377,True,Palau
Scott,1970-01-14,+44161 496 0969,True,Palestinian Territory,58672,1989,18:12:02,66.911516,39.404278,Christine,1970-01-14,+44161 496 0969,True,Palestinian Territory,58672,1989,18:12:02,66.911516,39.404278,Samantha,1970-01-14,+44161 496 0969,True,Palestinian Territory
Evelyn,1999-07-12,+44131 496 0866,False,Macedonia,15091,2021,08:57:35,45.419046,-13.7556955,Joseph,1999-07-12,+44131 496 0866,False,Macedonia,15091,2021,08:57:35,45.419046,-13.7556955,Meredith,1999-07-12,+44131 496 0866,False,Macedonia
Tina,1982-11-01,02074960374,True,Ukraine,73412,1998,15:06:41,14.394774,10.8629695,Hailey,1982-11-01,02074960374,True,Ukraine,73412,1998,15:06:41,14.394774,10.8629695,Marco,1982-11-01,02074960374,True,Ukraine
Matthew,1988-02-12,+44(0)161 496 0933,True,Sweden,90763,1976,22:24:00,93.468040,74.421528,Jonathan,1988-02-12,+44(0)161 496 0933,True,Sweden,90763,1976,22:24:00,93.468040,74.421528,William,1988-02-12,+44(0)161 496 0933,True,Sweden
Brittney,1993-05-07,+441614960645,True,Sri Lanka,56013,1976,08:27:58,53.032285,53.4563105,Larry,1993-05-07,+441614960645,True,Sri Lanka,56013,1976,08:27:58,53.032285,53.4563105,Victoria,1993-05-07,+441614960645,True,Sri Lanka
Sabrina,1971-11-12,01314960177,False,Congo,22549,1999,16:59:50,-71.116861,45.7040295,Tyler,1971-11-12,01314960177,False,Congo,22549,1999,16:59:50,-71.116861,45.7040295,Ruth,1971-11-12,01314960177,False,Congo
Stephanie,1981-10-14,+44(0)191 4960099,False,Wallis and Futuna,13710,1975,10:04:35,43.082720,24.882707,Jennifer,1981-10-14,+44(0)191 4960099,False,Wallis and Futuna,13710,1975,10:04:35,43.082720,24.882707,Tammy,1981-10-14,+44(0)191 4960099,False,Wallis and Futuna
Andrew,2012-04-14,(0141)4960524,False,United Arab Emirates,63520,1971,10:00:11,133.834166,88.475155,James,2012-04-14,(0141)4960524,False,United Arab Emirates,63520,1971,10:00:11,133.834166,88.475155,Amber,2012-04-14,(0141)4960524,False,United Arab Emirates
Austin,2006-03-06,(020)74960392,True,Indonesia,36694,1975,05:08:43,-144.568440,28.1648795,Travis,2006-03-06,(020)74960392,True,Indonesia,36694,1975,05:08:43,-144.568440,28.1648795,Billy,2006-03-06,(020)74960392,True,Indonesia
Amy,1995-04-03,+44114 496 0803,True,Hungary,56118,1975,16:25:02,-68.780801,-61.3064165,Brittany,1995-04-03,+44114 496 0803,True,Hungary,56118,1975,16:25:02,-68.780801,-61.3064165,Sean,1995-04-03,+44114 496 0803,True,Hungary
Sophia,1994-05-01,+44161 496 0968,False,Iceland,47925,1971,20:32:25,-4.429817,20.0003295,Annette,1994-05-01,+44161 496 0968,False,Iceland,47925,1971,20:32:25,-4.429817,20.0003295,Kyle,1994-05-01,+44161 496 0968,False,Iceland
John,1970-03-01,(0117) 4960881,False,Luxembourg,56814,2017,08:07:02,144.343957,-11.084753,Kimberly,1970-03-01,(0117) 4960881,False,Luxembourg,56814,2017,08:07:02,144.343957,-11.084753,Kevin,1970-03-01,(0117) 4960881,False,Luxembourg
Christopher,1976-04-28,0191 498 0428,False,Netherlands,59083,2005,02:16:34,-88.995583,-26.242205,Frank,1976-04-28,0191 498 0428,False,Netherlands,59083,2005,02:16:34,-88.995583,-26.242205,Kristin,1976-04-28,0191 498 0428,False,Netherlands
Fernando,1985-01-28,(0131)4960039,False,Myanmar,34499,2017,22:20:05,-65.463364,68.203363,Anna,1985-01-28,(0131)4960039,False,Myanmar,34499,2017,22:20:05,-65.463364,68.203363,Bryan,1985-01-28,(0131)4960039,False,Myanmar
Tina,2015-01-01,(0151) 4960464,True,French Southern Territories,07092,1983,00:46:40,108.453636,82.204536,Billy,2015-01-01,(0151) 4960464,True,French Southern Territories,07092,1983,00:46:40,108.453636,82.204536,Gregory,2015-01-01,(0151) 4960464,True,French Southern Territories
Tyler,2016-03-10,02074960898,True,Saint Helena,20065,1981,13:27:00,-83.812223,77.732843,Justin,2016-03-10,02074960898,True,Saint Helena,20065,1981,13:27:00,-83.812223,77.732843,Heather,2016-03-10,02074960898,True,Saint Helena
Joshua,2003-05-18,+44(0)306 9990978,True,Afghanistan,93668,1993,21:31:21,-166.748716,85.899737,Erin,2003-05-18,+44(0)306 9990978,True,Afghanistan,93668,1993,21:31:21,-166.748716,85.899737,Lisa,2003-05-18,+44(0)306 9990978,True,Afghanistan
Nicholas,1988-10-30,(0113)4960421,False,Brazil,78233,1988,10:26:50,-150.100996,-36.221576,Christine,1988-10-30,(0113)4960421,False,Brazil,78233,1988,10:26:50,-150.100996,-36.221576,Melissa,1988-10-30,(0113)4960421,False,Brazil
Rachel,1973-04-12,+441174960800,True,Macao,86903,2003,00:45:10,154.246839,25.686090,Brian,1973-04-12,+441174960800,True,Macao,86903,2003,00:45:10,154.246839,25.686090,Jodi,1973-04-12,+441174960800,True,Macao
Cynthia,1987-05-19,+441184960743,True,Kazakhstan,49956,2002,09:16:23,140.989441,-53.0275825,Brianna,1987-05-19,+441184960743,True,Kazakhstan,49956,2002,09:16:23,140.989441,-53.0275825,Amanda,1987-05-19,+441184960743,True,Kazakhstan
Joel,1985-11-12,(0161) 4960206,True,Suriname,49444,2004,16:42:46,-50.314644,-52.3201355,Shari,1985-11-12,(0161) 4960206,True,Suriname,49444,2004,16:42:46,-50.314644,-52.3201355,Morgan,1985-11-12,(0161) 4960206,True,Suriname
Kimberly,1976-02-16,(0113)4960673,False,Liechtenstein,43330,1985,04:52:11,61.245788,51.1650865,Sharon,1976-02-16,(0113)4960673,False,Liechtenstein,43330,1985,04:52:11,61.245788,51.1650865,Eric,1976-02-16,(0113)4960673,False,Liechtenstein
Jason,1989-03-13,+44151 496 0257,True,Bosnia and Herzegovina,80731,2012,05:53:25,119.366526,-89.505641,Heather,1989-03-13,+44151 496 0257,True,Bosnia and Herzegovina,80731,2012,05:53:25,119.366526,-89.505641,Sarah,1989-03-13,+44151 496 0257,True,Bosnia and Herzegovina
Glenda,2020-11-14,+44(0)113 4960129,True,China,77767,1982,12:58:26,35.660897,44.218685,Gina,2020-11-14,+44(0)113 4960129,True,China,77767,1982,12:58:26,35.660897,44.218685,Dustin,2020-11-14,+44(0)113 4960129,True,China
Holly,1995-03-02,+44(0)1314960384,True,Somalia,38288,1979,22:25:27,-8.250981,-86.224915,Nicole,1995-03-02,+44(0)1314960384,True,Somalia,38288,1979,22:25:27,-8.250981,-86.224915,Victor,1995-03-02,+44(0)1314960384,True,Somalia
Renee,1982-04-15,+44(0)20 7496 0629,True,Western Sahara,22590,1973,19:34:28,137.080928,-67.780315,Jennifer,1982-04-15,+44(0)20 7496 0629,True,Western Sahara,22590,1973,19:34:28,137.080928,-67.780315,Isaac,1982-04-15,+44(0)20 7496 0629,True,Western Sahara
Christopher,1984-10-02,+44(0)115 496 0843,True,Burkina Faso,64490,1987,10:55:16,-144.755327,-85.0833795,Peter,1984-10-02,+44(0)115 496 0843,True,Burkina Faso,64490,1987,10:55:16,-144.755327,-85.0833795,Gina,1984-10-02,+44(0)115 496 0843,True,Burkina Faso
Martin,2007-07-31,01154960073,False,Hungary,18591,1988,17:43:11,-82.758759,-27.6186885,Anthony,2007-07-31,01154960073,False,Hungary,18591,1988,17:43:11,-82.758759,-27.6186885,Tyler,2007-07-31,01154960073,False,Hungary
Darryl,2001-11-09,+44113 4960269,True,Suriname,20061,2003,16:50:26,100.179972,53.533847,Ronald,2001-11-09,+44113 4960269,True,Suriname,20061,2003,16:50:26,100.179972,53.533847,Christian,2001-11-09,+44113 4960269,True,Suriname
Nicole,1982-07-19,+44(0)131 496 0860,False,Cook Islands,86157,1974,17:32:07,-145.013986,80.0638155,Tracy,1982-07-19,+44(0)131 496 0860,False,Cook Islands,86157,1974,17:32:07,-145.013986,80.0638155,Jose,1982-07-19,+44(0)131 496 0860,False,Cook Islands
Jason,1995-03-06,+44(0)808 157 0394,True,Argentina,54925,2009,10:01:39,-104.068581,2.2539515,Sydney,1995-03-06,+44(0)808 157 0394,True,Argentina,54925,2009,10:01:39,-104.068581,2.2539515,Curtis,1995-03-06,+44(0)808 157 0394,True,Argentina
Sherry,2002-10-18,+44151 496 0450,False,Egypt,85769,2001,20:04:28,-116.808519,-71.7391355,Theresa,2002-10-18,+44151 496 0450,False,Egypt,85769,2001,20:04:28,-116.808519,-71.7391355,Christian,2002-10-18,+44151 496 0450,False,Egypt
Kevin,1997-05-09,(01632) 960335,True,Italy,45063,1971,12:19:55,128.053083,88.9380645,Donald,1997-05-09,(01632) 960335,True,Italy,45063,1971,12:19:55,128.053083,88.9380645,Elizabeth,1997-05-09,(01632) 960335,True,Italy
John,1991-11-01,+44(0)151 496 0073,False,Bulgaria,31122,1982,06:47:48,-177.906296,70.537864,Anna,1991-11-01,+44(0)151 496 0073,False,Bulgaria,31122,1982,06:47:48,-177.906296,70.537864,Juan,1991-11-01,+44(0)151 496 0073,False,Bulgaria
Megan,2020-05-09,+441184960329,True,Congo,24171,1980,12:08:09,101.424822,-7.849847,Thomas,2020-05-09,+441184960329,True,Congo,24171,1980,12:08:09,101.424822,-7.849847,John,2020-05-09,+441184960329,True,Congo
